도서관 일련번호,도서관명,구 코드,구명,주소,전화번호,팩스번호,홈페이지 URL,운영시간,정기 휴관일,도서관 구분,도서관 구분명,위도,경도,담당자이메일,도서관 소개,설립연도,회원가입요건,대출안내,교통편,층별 설명
42,금천구립독산도서관,0006,금천구,서울특별시 금천구 독산로54길 114,02-863-9544,02-863-9548,http://geumcheonlib.seoul.kr,,"첫째,셋째월요일",0001,공공도서관,37.4675797,126.908105,bear40@hanmail.net,"<p>

	21세기 금천구 문화발전의 장을 새롭게 열어가고 있는 금천구립정보도서관은 1999년에 개관한 이래 지난 13년 동안 구민의 애정과 관심 속에 지식정보화를 주도하는 공공도서관으로 성장하였습니다. 자료의 다양화와 전문화를 위하여 금천구립정보도서관은 11만 5천여권의 장서와 멀티미디어 자료를 구비하고 있으며 전자책을 통한 전자정보서비스를 제공하고 있습니다. 이러한 지역주민의 지적욕구를 만족시키기 위함은 물론, 빠르게 변모하고 있는 국내외적 환경에 대응하기 위하여 금천구립정보도서관은 지역주민에게 정보제공자로서 뿐만 아니라 문화와 교육까지도 제공하여 삶의 질을 높여 나가는 중요한 공간으로 거듭나기 위하여 노력하겠습니다.</p>

",19990226," 서울시민, 구로구소재 직장인 ",1인 3권 / 2주간 대출 (1회에 한하여 1주일 연장 가능),"(1) 지하철로 올 때

① 구로디지털단지역(2호선) : 1번 출구로 나와서 1번 환승센터에서 5621번 마을버스 승차 후 정훈단지에서 하차 -->> 도서관까지 도보(약 15분 소요) 또는 정훈단지에서 마을버스 8번 승차 후 도서관 하차(약 10분 소요)

② 독산역(1호선) : 1번 출구로 나와서 8번 마을버스 승차 후 도서관에서 하차(약 25분 소요)

(2) 버스로 올 때

- 정훈단지 하차 (505, 507, 5413, 5619, 5620, 5621, 5633) 후, 마을버스 8번 이용 또는 도보로 15분 소요","- 지하1층 : 기계실, 지하보존서고

  - 1층 : 안내데스크, 종합자료실, 어린이자료실, 신문열람대, 야외 보존서고, 매점

  - 2층 : 전자정보실, 자유열람실

  - 3층 : 문화강좌실, 실내외 휴게실

  - 4층 : 수서실, 도서정리실, 보존서고, 폐가서고"
1379,금천구립시흥도서관,0006,금천구,서울특별시 금천구 금하로 764(시흥동) 금천종합복지타운(시흥2동주민센터),02-809-8242,01-809-8246,http://geumcheonlib.seoul.kr,,첫째 셋째 금요일 및 법정 공휴일,0001,공공도서관,37.44963041628322,126.91461133809084,,,20131021," 서울시민, 서울시 소재 학교 재학생, 서울시 소재 직장 재직자 ","3권 이내  기본 14일, 연기 7일",,
1070,공릉청소년문화정보센터화랑도서관,0022,노원구,서울특별시 노원구 노원로1나길 10,02-973-1318,02-976-1318,http://lib.gycenter.or.kr/,,"2, 4주 월요일, 법정공휴일",0001,공공도서관,37.62151605,127.0830474,sunnybook@gycenter.or.kr,,20110224," 서울시민, 서울 소재 학교 재학생 및 서울 소재 직장 재직자 ","3권 이내 

기본 14일, 연기 7일

","지하철 이용 시 : 6호선 화랑대역 3번 출구, 직선거리 40m

버스 이용 시 : 원자력 병원 입구, 1141, 1134, 1224, 1221",
1826,공릉행복발전소공릉도서관,0022,노원구,서울특별시 노원구 동일로179길 22,02-976-3820,,http://www.nowonlib.kr/,,"매주 일요일, 법정공휴일",0001,공공도서관,37.62204715,127.0727749,,,20160616,,,,
36,노원어린이도서관,0022,노원구,서울특별시 노원구 한글비석로 346,02-933-7145,02-933-7133,http://www.nowonilib.kr,,매주 화요일 및 법정 공휴일,0001,공공도서관,37.65795038,127.07638,,"<p>

	- 분기별 24개 강좌 운영 - 초등교과웹창고정보원(배움터) 구축 및 운영 - 학교도서관 지원사업 - 어린이참고봉사실시 - 북스타트운동, 고전읽기운동 실시 - 2006 세계도서관정보대회(WLIC)방문도서관 선정 - 2006 한 도서관 한 책읽기 선정 및 사업진행 - 2006 U-Library 우수도서관 장려상 수상 - 2007 책 읽는 서울 : 한 도서관 한 책읽기 사업 진행 - 2007 U-library 활용 우수도서관 선정(장려상 수상) - 2007 도서관지식정보활용특화프로그램 &lt;도서관 학교&gt; 운영 - 2011 전국도서관대회 국무총리상 수상&nbsp;</p>

",20030220,"*발급 대상 

서울시민(주민등록상 거주지가 서울시로 되어있는 사람)

서울시에 소재한 직장이나 학교를 다니는 사람 



* 발급 절차 

- 14세 이상 회원 : 노원구립통합도서관 홈페이지에서 회원가입 후, 도서관에 방문하여 회원증 발급

                    (성인 - 신분증 지참, 중.고등학생 - 주민등록등본 지참)

- 14세 미만 회원 : 실명인증기관(http://www.namecheck.co.kr)에 실명인증 등록 후,

                 홈페이지에서 회원가입. 도서관에 방문하여 회원증 발급.

                 (주민등록등본 지참) 

 

*발급 안내 

- 발급장소 : 1층 안내데스크 (☎ 933-7145(내선 101번))

- 발급시간 : 평일 오전 9시 ~ 오후 5시, 주말 오전 9시 ~ 오후 4시

- 발급비용 : 1,000원","- 대출 권수 : 3권(멀티미디어자료 및 연속 간행물은 관외대출 불가)

  - 대출 기간 : 1회 14일간, 연기 7일","- 지하철 4호선 상계역 하차 4번 출구에서 500m

  - 버스 : 1142,1224번 중계주공2단지 앞 하차후 도보

           1138,1139,1143, 노원01, 노원06,노원07, 노원 11번 상계역 하차 후 도보","- 지하1층 : 디지털자료실,자료보관실,어린이문화교실,기계실

- 1층 : 전시실, 유아열람실, 휴게실

 - 2층 : 아동열람실, 독서교실

 - 3층 : 사무실, 문화개발실, 강당, 하늘공원"
37,노원정보도서관,0022,노원구,서울특별시 노원구 노원로34길 43,02-950-0050,02-950-0059,http://www.nowonlib.kr,,"매월 첫째,셋째 월요일 및 법정 공휴일(일요일제외)",0001,공공도서관,37.66109973,127.0650094,webmaster@nowonlib.kr,"<p>

	<strong>노원정보도서관</strong>은 지역 주민들의 새로운 Community 시설로 단순히 도서관을 정보제공과 도서대여 및 열람의 기본 개념에만 치우치지 않고, 지역소통의 거점으로서의 Community 기능확대와 전시회, 토론의 장 등 주민참여, 어울림의 마을문화가 만들어지는 지적/문화적 공동체로의 기능확대를 도모합니다. 또한 도서관 간 소통과 상호협조를 유도하여 지역주민이 책과 항상 가까이 할수 있고, 책을 통해 전 지역주민이 소통할 수 있는 주민친화적인 도서관 문화운동을 전개하고자 합니다.</p>

",20060215,"□ 대상 : 만3세 이상 서울특별시민(주민등록상 거주지가 서울특별시로 되어 있는 자), 타 시/도 거주자 중 서울시 소재 직장 재직 또는 재학자 □ 구비서류 : 신분증 (현주소지 확인이 가능한 주민등록증/운전면허증) ※ 18세미만인 경우 학생증+주민등록등본 (학생증으로 주소지확인이 불가능한 경우 주민등록등본 지참, 홈페이지 회원가입시 보호자 동의 필요) □ 보호자의 대리 가입(가족에 한해 발급) : 보호자 신분증, 가입자 증명사진, 가족관계를 증명할 수 있는 서류 (주민등록등본/가족관계증명서) □ 접수처 및 가입시간 : 1층 안내데스크 평일(09:00~17:30) 주말 (09:00~16:00) □ 회원증 발급 비용 : 1회당 1,000원 □ 문의 : ☎ 950-0011/0012",□ 대출책수 : 노원구 구립도서관 1인5책 □ 대출기간 : 14일 (도서 대출 다음날부터 1회에 한하여 7일간 연장가능),"□ 지하철 이용시 : 4, 7호선 노원역 하차, 4호선 2번출구에서 마을버스 2번 승차 후 보람아파트 후문 또는 성원아파트 앞에서 하차 □ 버스 이용시 : 지선버스 1137번, 1144번 승차 후 보람아파트 입구(1단지)에서 하차 □ 도보 : 4호건 노원역 10번 출구에서 상계초등학교 방면으로 약 10분 정도 소요",
2132,불암도서관,0022,노원구,서울특별시 노원구 중계로 106,02-935-0721,,http://www.nowonlib.kr,,매주월요일 및 법정 공휴일(일요일제외),0001,공공도서관,37.64528936,127.0825433,,,,,,,
877,상계문화정보도서관,0022,노원구,서울특별시 노원구 동일로243길 57,02-3391-7882,02-3391-0990,http://www.sglib.kr,,"매달 둘째, 넷째 월요일, 관공서의 휴관일(토․일요일이 법정공휴일과 겹칠 경우)",0001,공공도서관,37.67852767,127.0519406,wing76@nowonlib.kr,"<p>

	<span style=""color: rgb(0, 100, 0);""><strong>우리 동네 우리 도서관, </strong></span><span style=""color: rgb(255, 140, 0);""><strong>상계문화정보도서관!</strong></span></p>

<p>

	&nbsp;</p>

<p>

	상계문화정보도서관은</p>

<p>

	단순히 책을 빌려주는 곳이 아니라,</p>

<p>

	지역 주민들의 문화 및 교육복지 향상, 그리고 지역정보격차 해소를 위한 복합문화공간입니다.</p>

<p>

	&nbsp;</p>

<p>

	이용자 편의를 최우선으로 하는 유비쿼터스 도서관으로,</p>

<p>

	지역 커뮤니티의 구심체 역할을 하는 Library 2.0 도서관으로,</p>

<p>

	주민 여러분들과 함께 만들어 가겠습니다.</p>

",20120329,"● 대상

 - 서울특별시민(주민등록상 거주지가 서울특별시로 되어 있는 자)

 - 타 시/도 거주자 중 서울시 소재 직장 재직 또는 재하가

 - 외국인등록증 및 외국국적동포국내거소신고증







● 구비서류

 - 신분증(현 주소지 확인이 가능한 주민드옥증/운전면허증)

 - 타 시/도 거주자 중 서울 소재 직장 재직ㅈ 및 학교 재학생의 경우 : 재직증명서 또는 재학증명서

 - 18세 미만의 경우 : 학생증 + 주민등록등본

   * 학생증으로 주소지 확인이 불가능한 경우 주민등록등본 지참

   * 홈페이지 회원가입시 보호자 동의 필요



● 보호자의 대리 가입(가족에 한해 발급)

 - 보호자 신분증

 - 가입자 증명사진

 - 가족관계를 증명할 수 있는 서류(주민등록등본, 가족관계증명서)



● 발급비용

 - 1회당 1,000원 ","● 대출자격

노원구 구립도서관 회원



● 대출가능권수

구립도서관 1인 3책

작은도서관 1인 3책



● 대출기간

14일



● 연장

도서 대출 다음날부터 1회에 한하여 7일간 연장가능

(단, 다른 이용자가 예약한 자료는 연장 불가)



● 예약

대출중인 자료에 대하여 홈페이지에서 예약 가능(1인 3책)

예약도서 도착 통보를 받은 후 3일 이내 도서관 방문 대출



● 연체

반납일이 지난 도서의 연체 일수를 모두 합한 기간 동안 대출 정지



● 가족 대출

'가족회원'으로 등록시 대리 대출 가능

(가족회원 등록은 각 도서관에서 가족관계를 증명할 수 있는 서류를 지참하여 등록)

가족회원 대출/반납 시 본인 회워나드는 반드시 지참(본인확인용)","주소 : 서울 노원구 동일로 243길 57(상계1동 1118-66번지)



전화 : 02-3391-7882



팩스 : 02-3391-0990





대중교통편



지하철 : 7호선 수락산역 5번 출구에서 동부간선도로 방향으로 도보 5분



            1호선 도봉역 1번 출구에서 수락산 방향으로 도보 10분



버스    : [일반]7번, [일반]7-1번 [간선]146번 [지선]1139번 승차 후 '두산아파트 앞' 하차







지상 4대(장애우 주차 1명), 지하 7대 주차 가능(무료)



주차장이 협소하오니 대중교통을 이용하여 주시기 바랍니다.





7호선 수락산역 5번 출구에서 수락고가차도 방향으로 200M 직진","◆B1 다목적실

어린이와 청소년 및 성인들은 위한 문화프로그램 공간

-북스타트 운영

-각종 공연/강연/강좌 진행



◆1F

- 모자열람실 : 영·유아에게 적합한 도서를 부모와 함께 경험하는 공간

- 동아리실 : 다양한 분야의 동아리들이 소규모의 토론이나 회의를 할 수 있는 공간(14석)

- 안내데스크 : 전반적인 도서관 안내 및 민원을 위한 공간



◆2F

- 어린이열람실 : 책과 친해질 수 있도록 편안한 분위기를 조성하여 아이들이 자유롭게 책을 읽을 수 있고, 컴퓨터를 통해 정보를 누릴 수 있는 초등학교 어린이들의 공간

- 사무실 : 도서관의 원활한 운영을 위해 노력하는 직원들의 공간



◆3F

- 디지털종합자료실 : 폭넓은 장서구성으로 다양한 자료(신문, 잡지포함)를 볼 수 있으며 컴퓨터 등을 활용하여 정보를 이용할 수 있는 공간

- 문화강좌실 : 강의식 수업, 문화프로그램을 즐길 수 있는 공간



◆4F

- 일반열람실 : 최첨단 좌석배정시스템을 통한 자유로운 좌석 선택으로 개인공부를 할 수 있는 공간(126석)

- 문화갤러리 : 그림책 원화를 비롯한 다양한 미술 작품의 전시공간



◆5F

- 하늘정원 : 농작물과 꽃 재배 경험을 통해 자연에 대해 알아가는 생태 프로그램 운영공간"
2139,향기나무도서관,0022,노원구,서울특별시 노원로 331 노원아동복지관,02-2116-4448,,http://www.nowonlib.kr/,,"매주일요일, 법정공휴일, 임시공휴일",0001,공공도서관,37.64618165,127.0696625,,,,,,,
11,서울특별시교육청노원평생학습관,0022,노원구,서울특별시 노원구 동일로204길 13,02-979-1741,02-977-9182,http://nwllc.sen.go.kr,,"2,4주 월요일 및 법정공휴일",0001,공공도서관,37.63953995,127.067837,,"<p>

	노원구 중계동 등나무 근린공원에 위치한 노원평생학습관은 교통이 편리하고 주변에 휴식공간이 많아 하루 3,000여명의 지역주민이 이용하고 있다. 학습관 1층에는 문헌정보실, 연속간행물실, 어린이실이 있어 다양한 자료를 갖추고 전 장서 관외대출, 장애인 무료택배서비스 등을 통해 독서인구 저변확대에 기여하고 있다. 2층에는 디지털자료실과 6개의 평생교육실을 마련하여 다양한 전자정보서비스를 제공하고, 100여개의 평생교육프로그램을 개설하여 주민들의 삶의 질 향상과 여가선용 및 전문지식을 배울 수 있는 평생학습의 기회를 제공하고 있으며, 3, 4층은 자율학습실로 쾌적한 분위기에서 지역주민과 학생들의 자기 주도적 학습을 할 수 있는 공간을 마련하여 평생학습사회 구현에 힘쓰고 있다. 다양한 자료의 확충과 편리한 이용, 평생교육 프로그램 운영, 그리고 이용자에게 감동을 주는 서비스로 항상 주민과 함께 하는 노원평생학습관은 앞으로도 지역주민의 지식과 배움의 장으로서 끊임없이 변화하고 발전해 나갈 것이다.</p>

",19900508,"- 가입대상 : 서울시에 주민등록 등재된 시민

- 가입방법(구비서류) : 서울시교육청통합홈페이지 가입 후, 신분증 제시(유아.초.중.고생은 주민등록등본1통)","- 대출 권수 : 도서 4권, DVD 2편

- 대출 기간 : 도서14일, DVD 7일

                (반납기한 이전 1회에 한해 7일간 연장 가능)","- 지하철

  7호선 하계역 하차 ①번 출구에서 50m 지점 등나무 근린공원 내 위치

- 버스

  노원구민회관(등나무 근린공원)앞 하차 : 1131,1135,1137,1140,105,146

  하계한신청구아파트 앞 : 1160, 149번","- 지하1층 : 휴게실, 식당

  - 1층 : 문헌정보실, 간행물실, 어린이실, 시청각실

  - 2층 : 디지털자료실, 청소년상담실, 제1～4강의실

          사무실(관리과, 평생학습지원과, 자료봉사과)

  - 3층 : 제1열람실, 제5강의실, 옥상휴게실

  - 4층 : 제2열람실"
