,cafe_id,message,point1
251,11053803,푸짐하고 맛난 대야빙수 ^^,0
252,11053803,빙수 크기기 대박!,0
253,11053803,진짜진짜 ♥ 녹빙bbbb,0
254,11053803,제주도 과일빙수,0
255,11053803,맛있지만 빙수에 콘이라니. 부재료들이 어울리지 않음.,0
256,11053803,"녹빙, 팥빙 굳굳!♡",0
257,11053803,중사이즈 팥빙수♥,0
258,11053803,"요거트빙수짱! 
먹으면서도 계속 먹고싶은맛 최고!",0
259,11053803,빠빠라기 빙수짱!,0
260,11053803,양만 많고 맛은 전혀 없는.. 거기다 지하라서 쾌쾌한 냄새 등..,0
261,11053803,지하라 그런가 곰팡이냄새도 나고 뭔가 지저분해보이긴하지만 팥빙수 맛은 그럭저럭 괜춘한듯,0
262,11053803,"팥빙수,초코빙수 짱 맛있어요ㅋㅋ초코파르페도최고 여름엔 줄서서빙수먹는곳",1
263,11053803,동네 고삐리모임장소..시끄럽고 지하에 곰팡내..관광지로 들를곳은 아닌듯 빙수는 큰듯하지만 가격에 비하면_만삼사천원 큰것도 아니고요,0
264,11053803,푸짐한팥빙수. 둘이먹기 버거움 ㅎㅎ. 팥은 한번더 리필할수 있습니다. 팥빙수 원없이 먹을수 있습니다.  일단 추천합니다. ,1
265,11053803,들어가면 모든 테이블에 빙수 그릇만 보여요 ㅎㅎ 맛있는 곳 ㅎㅎ,1
266,11053803,커피보다는 빙수 먹으러 찾는 곳이에요..지하에 위치하다보니 환기가 잘 되지 않아 빙수의 계절 여름에 가시면 비릿한 연유냄새를 맡을 수 있을겝니다;; 알바생들 하루종일 연유 까고 떡 까고 그러는거 같아요 ㅋㅋ,1
267,11053803,저뿐만이 아니군요.ㅋㅋ여긴 역시 빙수를 먹으러 잘오는곳.ㅋㅋㅋㅋ토스트도 주고...여기서 금방산 비싼 아이쉐도우 파레트 나두고 가서 금방다시 찾으러 왔는데 나몰라라 했던곳..물건 나두고가지않게 조심해야할듯,1
268,11053803,역시 여긴 여름에 푸짐한 팥빙수가 최고~맛도 좋아요~~,1
269,11053803,빠빠라기는 겉멋에 치중하기 보다 실속 있는 곳이예요~ 빵이랑 삶은 서비스 아직도 나오지는 모르지만..배고플땐 그것도 맛나고..무엇보다 빙수는 최고죠ㅎ,1
270,11053803,"빠빠라기하면 머니머니해도 빙수죠~재료들이 듬뿍들어있어 너무 맛있답니다.
",1
271,11053803,내가 젤 좋아하는 팥빙수가 있는 곳ㅋㅋ 사계절 가능해서 좋아요~ 포장도 됨,1
272,11053803,"이 곳 팥빙수는 정말 유명합니다. 제주도에서 빙수하면 이 곳 빠빠라기죠. 맛으로 유명하고 굉장히 오래된 가게인 반면 그 만큼 의자와 테이블이 헐었고, 지하에 위치해서 그런지 모기에 물렸던 기억이 납니다.",1
273,11053803,"봄엔 파르페, 여름에 팥빙수 가을엔 토스트, 겨울엔 전부다 ㅎ 너무 맛있어요. 더욱이 여름에 빙수 먹으러 자주가죠. 양도 많고 들어가는 토핑도 많아서 너무 좋아요",1
274,11053803,"여름에 빙수가 맛있어요.. 토스트도 괜찮고..
지하라 약간 환기가 안되서 쫌 답답한 느김이 있어요 ",1
275,11053803,빙수 정말 푸짐하게 나옵니다 ^^ 빙수먹고 배불러보긴 처음 ^^,1
276,11053803,정말~ 여름에 자주갔었는데요. 팥빙수가 짱입니다. 포장도 가능하다고 알고있어요.,1
277,11053803,여름에 빙수도 좋고.. 커피와 나오는 식빵이 계속 땡겨용. ㅋ ,1
278,11053803,"좀 답답한 느낌이라 자주 찾진 않는데, 여름이면 빙수 먹으로 한번씩은 꼭 들른다는...",1
279,11053803,팥빙수도 맛있지만~~직원분들이 친절해요~~ㅋ,1
280,11053803,여름에 에어컨 너무 빵빵..추울정도.. 팥빙수가 유명한데 사실 그냥 진짜 무난한것 같아요. 과일 들어간걸 별로 안좋아해서 그런가...토스트 좋습니다^^,1
281,11053803,여름에 팥빙수 먹으러 꼭 여기 가는데 빈 자리를 찾기가 쉽지 않아요 -0-; ㅋㅋ 팥빙수 강츄~,1
282,11053803,여기 팥빙수 정말 맛있어요. ㅎ 양도 많아서 애들이랑 여름엔 자주 가곤해요 ㅎ 인테리어도 무지 맘에 들어요 ㅎ 파르페도 강추 합니다.ㅎ,1
283,11053803,지하라서 조금 아쉽긴한데 빙수는 굿! ,1
284,11053803,팥빙수로 정말 유명합니다.. 팥빙수가 대박이에요~,1
285,537355719,"아지트 발견했습니다ㅎㅎ
종종 방문할게요:)",1
286,537355719,예상치못한곳에서 예쁜카페를 찾았으나 하필 제가간날 일찍문닫으신다하셔서 열심히 걸어서 찾아갔으나 헛걸음이 되버려 슬펐어요.ㅠㅅㅠ,0
287,990327115,"뮤지컬보러 제주도 왔다가 배우들 간식으로 선물 넣어드리려고 마리웨일237 로 마카롱을 사러 갔었는데 알아보고 선택 잘한거 같아요. 배우님들도 너무 맛있었다고 이렇게 많이 달지도 않고 딱 좋은거 같다면 너무 좋아하셨네여~^^ 
진짜 너무 감사합니다^^",1
288,990327115,딸랑구가 레몬마카롱 사다줬는데 상큼하네요~~^^,1
289,990327115,"다른 마리웨일이랑 달리 종류가 많아서 좋았어요~
머랭쿠키랑 러스크도 맛있었어요!",1
291,990327115,"가성비는 좋은데
직원이 너무 불친절",1
292,990327115,"가성비가 넘나 쩌는 것. 가격 대비로는 최강.
가격 빼고 퀄리티만 봐도 나쁘지 않음
커피는 그냥 무난무난
내부가 좁으니 테이크아웃을 추천",1
293,237123710,테이블이 많지는 않지만 티하우스 답게 차분한 분위기가 좋아요 ,1
299,603124678,"영업중은 개뿔
휴무일도 아니고 1시쯤 갔는데
2층에서는 달그락 소리나면서 전화도 안받고
영업시간 안에 갔는데
이런데 처음봐요. 옆에 펜션도 하나본데 배부른가보네요",0
300,1505002027,사람 많은 시간이었는지 음료 나오는 데 너무 오래 걸렸네요. 자리 정리도 안 되고,1
301,1505002027,수박주스가 유명한데 키위주스도 최고,1
302,1505002027,땅콩라떼  너무 맛있고~  에스프레소가 따로 나와 직접원하는 만큼 섞어 느낄 수있으며 직원또한 너무 친절하시고 아메리카노 시음도 하게 해주신다~^^  다시와도 꼭 이 카페는 들릴것이다  커피를 좋아하는 사람이라면 꼭 와야할집~!!!,1
303,1505002027,음료도 맛있고 자리도 편하고 다 좋은데 선곡이 넘 아쉽다 ..;; ㅠ,1
305,1505002027,Professional!!,1
306,1505002027,"Great coffee and really cool place to hang out. The staff were very knowledgeable about the coffee and explained really well the different flavours!
My new favourite coffee shop in Jeju!",1
307,1505002027,"제주도있는동안 맨날가야지
파인더라떼(핫) 드십시오
.
또갔던 평:
바리스타마다 맛이 확고히차이난다 라떼실력도.
치즈머핀은괜찮았으나 초코머핀은맛없다
베이커리류는 다른업체에서 들여오는데,
현재 매장에서 베이커리 준비중이시다
.
직원들은 다 친절하고,상세히설명도잘해주고,말도예쁘게하신다.",1
308,1505002027,"카페라테. 차이티도 맛나요..완전 추천드려요
왠만한 프렌차이즈 커피숍보다 나아요..

골목안에 있어서 주차는 힘듭니다. 요령껏 주차하세요ㅎ",1
309,1505002027,사랑해요 커파,1
310,1505002027,피키한(picky) 손님에게도 결국은 만족할만한 결과를 가져다주는 곳입니다. 기호식품이기에 소비자를 탓하기보다는 자신들의 역량을 되돌아 보는 자세를 지닌 그런 바리스타들이 있는곳입니다. 추천합니다 :),1
311,1505002027,비행기 시간이 남으신거라면 꼭가세요 ㅠ 공항 가기전에 근처 카페로 찾아서 간건데 구매한 원두 집에서 내려서 너무 맛있게 잘 먹었어요~ 그리고 직원분들이 그렇게 친절하실수가 없어요 ㅠ 다른 원두 커피도 맛 보게 해주시고 정말 잘 들른 카페에요:),1
312,1505002027,"커피 메뉴에 대해 문의 했는데 프로페셔널 하고 자세하게 설명해주시고, 라떼도 자리로 오셔서 눈앞에서 만들어 주셔서 
커피를 정말 좋아하는 사람으로서 만족했습니다
커피도 깔끔하고 너무 맛있었어요..... 
다음에 제주도에 또 오면 꼭 다시 방문하고 싶어요",1
313,1505002027,"맛, 정성, 친절가득! 착하고 매력있는곳. 엘살마시러 꼭 다시 오겠습니다~",1
314,1505002027,너무너무 친절한 까페,1
315,1505002027,"커피도 좋은데 
이렇게 친절한 카페는 살다가 처음 봄. 
프로패셔널이 뭔지 알 수 있다. 
만점 줘도 될 만한 곳. 
공항 근처 지나면 또 들리고 싶다. 

",1
316,1505002027,맛있고 친절쓰,1
318,1505002027,직접 만든 커피가 아주 맛있습니다,1
319,1505002027,분위기 좋고 커피도 맛있어요 신기하고 인스타에서 핫할거 같은 카페에요 ㅋㅋㅋㅋㅋㅋ,1
320,1505002027,좋았다,1
321,1505002027,"딸기차는 생딸기의 순하고 상큼한맛, 달달해서 좋았다
누텔라초콜렛(?)은 몹시 진한 초코! 달달달달달달달☕️",1
325,1505002027,2층 음악소리가 너무 큰것빼곤 최고!,1
327,1191527008,"사장님 너무 친절하시고 3층 뷰도 너무 좋아요 한템포 쉬어가기 너무 좋은곳!
크림플랫? 마셨는데 아인슈패너같은 메뉴고 위에 올라가는 크림은 4가지중에 선택가능!! 한잔 다 마실때까지 크림 넉넉히 남아있어서 마지막까지 털어마셨습니다 ",1
328,1191527008,"주차, 창밖풍경 괜찮은데, 안전상 이유로 콘센트가 모두 폐쇄됨. 참고",1
329,1191527008,커피도 밀크티도 맛나고 디저트인 크림브륄레도 맛있습니다. 사장님께서 친절하시고 설명도 잘 해주십니다. 크진 않지만 인테리어도 좋고 분위기도 있어요. ,1
330,1191527008,"여기 밀크티 너무 맛있어요.
제주 올때마다 들리는 카페 입니다.",1
331,1191527008,"홍차는 2가지 중 선택해야 했는데 직접 차 향 맡을 수 있게 해 주시는 센스. 다만 티팟에 나올거라 기대했으나 잔에 담겨 나와 조금 아쉬웠음..

플랫화이트는 크레마를 보기 위해 뜨겁더라도 투명한 잔에 담아주는 게 오리지널인데 투명한 잔에 주시는 센스.

여튼 사장님 센스 있고 친절하시고, 가격은 적당하고, 뷰 좋음. 음료에서는 아쉬운 점이 분명 있지만 센스와 장점으로 커버됨.

*사장님, 미세먼지 나쁜 날엔 창문 닫으셔야할 것 같아요.. ㅜㅜ",1
332,1191527008,"서귀포 사는 친구놈이 자주가는 곳이라고 따라 가봤는데 
괜춘~~합니다 저처럼 커피 주는데로 먹는 사람도 그냥 커피체인점과는 다른 깊은맛이란게 느껴지네요
같이 시킨 자몽차도 정말 맛있었어요
사장님 따봉~
담에는 추천해주신 플랫화이트~였나? 그것도 마셔볼게요~~
카페분위기도 클래식하고 즐거운 시간 보냈습니다",1
333,1191527008,"플랫화이트 제일 잘하는 카페입니다.
좋은 선택이었습니다. 에스프레소도 투썸즈업 !!
",1
334,1191527008,Coffee or Milk Tea,1
335,1191527008,"
Had the best experience at Over The Window.  Not only was the coffee great, the owner operator was one of the kindest and sincere gentleman I&rsquo;ve ever met.  He was more helpful with our travel problems than one would ever expect.  ",1
336,1191527008,커피도 커피지만  마리아쥬프레르로만들어주시는 밀크티가 너무 맛있어요!,1
337,1191527008,1시간 30분 이용시간제한이 있는 곳! 이후에는 또 주문을 해야 한다고.. 한시간 반마다 계속 주문을 해야 하는지 궁금.. 출입구에는 시간제한안내문이 없던데 이유가 있나요? 그리고 왜 주문 끝난 후에 알려주는지..,0
338,1191527008,"딸기아이스크림도 맛있고, 진한  아메리카노도  좋아요",1
340,1191527008,"제주도 놀러가서 검색햇다가 찾은 곳
큰 기대 안했는데 뷰가 너무 이뻐서 사진만 백장 찍은듯 ㅠㅠ 커피도 너무 맛있었음!",1
342,1191527008,망고스무디도 맛나고 사장님도 친절하시고 인테리어도 예뻐요,1
343,1191527008,밀크티. 커피. 모카. 존맛. 무슨 말이 더 필요한지...?,1
344,1191527008,갔다가 돌아왔습니다 개(반려동물)와 아이는 출입 안된다는 군요,0
345,1191527008, 유x커피가려다가.. 찾은카페 분위기좋고 사장님이 좋으심ㅎㅎ 한라봉맛이씀,1
346,1191527008,인생 밀크티,1
347,1191527008,"카페모카 정말 좋습니다.
피로가 풀리는 맛.",1
348,1191527008,"결혼19주년 기념여행으로 제주를 방문했다 우연히 들리게 된 곳..
직접 로스팅을 한 커피에 1년전 제주로 내려온 사장님의 독특한 모카라떼의 깊은 맛... 달지않고 카카오의 깊은 맛이 느껴지던 어디서도 맛보지 못한 커피였네요.  사장님과의 한컷 ",1
349,1191527008,커피맛도좋은데 너무 귀엽고 이뻐요...! 아기자기하고 힐링되는곳 !,1
350,1191527008,우와! 여기 이번에 생겨서 여자친구랑 다녀왔는데 분위기 깡패에요!! 정말 좋네요!,1
351,1191527008,경치는 최고인듯,1
352,1191527008,"숙소 앞이라 지나치기만 하다가 한잔하고 들렀는데 분위기 죽이네요. 진작 와 볼껄... 마르코폴로, 처음 경험한 홍차의 신세계! 강추 카페!",1
353,1191527008,"천지연 근처에서 놀다가 우연히 들른 곳, 커피 입맛 까다로운 남편도 맛있다네요. 통창에 전망도 좋고 천장도 높은 게 딱 제스탈이네요.",1
354,1191527008,제주 오기전 몇군데 검색해서 가본 카페 중 한곳인데 블로그보다 실물이 훠~ㄹ씬 좋아요.커피도 맛있고 뷰도 멋지고 공항가기전에 또 들릴라구요.,1
355,1191527008,"한번 가본다 하가다 다녀왔어요. 카푸치노, 뷰, 인테리어 모든 게 기대 이상이고 최근 가장 만족한 카페!",1
356,1191527008,"숙소 근처 산책하다 발견한 보물같은 카페, 서귀포 있는 이틀 연속 갔었다. 집근처로 옮겨 놓고 싶은 카페다.",1
357,1191527008,주말에 블로그 보고 갔었는데 너무 이뻐요. 망고요거트스무디도 넘 맜있어요. 요기 강추함.,1
358,1191527008,새섬가는 길에 짓는 거 봤는데 카페네요. 항상 아이스아메만 먹지만 이집 커피가 젤 맞네요.,1
359,1191527008,호텔 데스크에서 추천해준 카페인데 엄마도 좋아하시네요. 인테리어도 고급스럽고 시나몬 뿌린 카푸치노 강추하구요. 제주는 카페가 너무 이뻐요...,1
360,1191527008,카페모카 맛있다고 해서 갔었어요. 카카오향이 진한 게 다크초콜렛맛이에요. 에스프레소 내리는 냄새도 좋고 서귀포에 좋은 카페가 하나 더 생겼네요.ㅋ,1
361,1191527008,저도 카페하고 있지만 여긴 정말 부럽네요. 사장님 마인드도 좋으시구 번창하세요.,1
362,1191527008,동네 언니 따라서 와봤는데 좋네요. 멀리 가지 않아도 탁트인 전망에 진한 모카라떼가 딱 제스탈이예요.,1
363,1191527008,옆 식당에서 밥 먹고 커피 급 땡겨서 왔는데 여기 대박이네요. 웬만한 제주로스터리는 다 가봤는데 탑쓰리 안에 들거 같네요. 말이 필요 없어요.,1
364,1191527008,"공항리무진 타러 가다 우연히 들렀는데 이번 제주 일정 중 가장 마음에 드는 커피집이네요. 커피맛, 뷰, 분위기 다 잡은 집이네요. 가방들고 계단 오른 거땜에 한점 뺐어요. 쏴리~",1
